"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","195097","IRCTC Full Login Flow (Mobile View)","Mobile Chrome","2026-04-24","passed","2026-04-24","","example.spec.js","",""
